Id,Predicted
2469,american (traditional)
2470,italian
2471,japanese
2472,mexican
2473,mexican
2474,american (traditional)
2475,american (traditional)
2476,chinese
2477,mediterranean
2478,american (traditional)
2479,japanese
2480,american (traditional)
2481,italian
2482,american (traditional)
2483,american (traditional)
2484,chinese
2485,japanese
2486,chinese
2487,italian
2488,chinese
2489,american (traditional)
2490,american (traditional)
2491,chinese
2492,american (traditional)
2493,italian
2494,american (traditional)
2495,chinese
2496,american (traditional)
2497,italian
2498,american (traditional)
2499,japanese
2500,american (traditional)
2501,american (traditional)
2502,italian
2503,american (traditional)
2504,mexican
2505,japanese
2506,chinese
2507,chinese
2508,american (traditional)
2509,italian
2510,american (traditional)
2511,american (traditional)
2512,american (traditional)
2513,american (traditional)
2514,japanese
2515,japanese
2516,american (traditional)
2517,mexican
2518,japanese
2519,chinese
2520,american (traditional)
2521,american (traditional)
2522,chinese
2523,mexican
2524,japanese
2525,italian
2526,italian
2527,italian
2528,american (traditional)
2529,chinese
2530,italian
2531,american (new)
2532,american (traditional)
2533,chinese
2534,american (traditional)
2535,japanese
2536,chinese
2537,american (traditional)
2538,american (traditional)
2539,mediterranean
2540,american (traditional)
2541,italian
2542,american (traditional)
2543,chinese
2544,american (traditional)
2545,italian
2546,mexican
2547,american (traditional)
2548,italian
2549,japanese
2550,mexican
2551,chinese
2552,american (traditional)
2553,japanese
2554,mexican
2555,american (traditional)
2556,american (traditional)
2557,american (traditional)
2558,italian
2559,american (traditional)
2560,italian
2561,italian
2562,american (traditional)
2563,mexican
2564,american (traditional)
2565,italian
2566,mexican
2567,chinese
2568,american (traditional)
2569,chinese
2570,italian
2571,mexican
2572,italian
2573,mexican
2574,italian
2575,american (traditional)
2576,american (traditional)
2577,american (traditional)
2578,mexican
2579,american (traditional)
2580,american (new)
2581,japanese
2582,mexican
2583,mexican
2584,american (traditional)
2585,american (traditional)
2586,mexican
2587,japanese
2588,italian
2589,american (traditional)
2590,chinese
2591,mexican
2592,chinese
2593,chinese
2594,american (traditional)
2595,american (traditional)
2596,american (traditional)
2597,american (traditional)
2598,american (traditional)
2599,italian
2600,italian
2601,american (traditional)
2602,japanese
2603,american (traditional)
2604,mexican
2605,chinese
2606,american (traditional)
2607,chinese
2608,italian
2609,american (traditional)
2610,italian
2611,american (traditional)
2612,american (traditional)
2613,mexican
2614,chinese
2615,italian
2616,mexican
2617,mexican
2618,mexican
2619,chinese
2620,chinese
2621,italian
2622,italian
2623,american (traditional)
2624,mexican
2625,italian
2626,american (traditional)
2627,mexican
2628,japanese
2629,american (traditional)
2630,american (traditional)
2631,american (traditional)
2632,italian
2633,chinese
2634,chinese
2635,chinese
2636,mexican
2637,american (traditional)
2638,mexican
2639,chinese
2640,american (traditional)
2641,mexican
2642,italian
2643,american (traditional)
2644,italian
2645,mexican
2646,italian
2647,american (traditional)
2648,american (traditional)
2649,american (traditional)
2650,chinese
2651,chinese
2652,italian
2653,italian
2654,american (traditional)
2655,italian
2656,italian
2657,mexican
2658,american (traditional)
2659,american (traditional)
2660,american (traditional)
2661,american (traditional)
2662,italian
2663,american (traditional)
2664,italian
2665,mexican
2666,american (traditional)
2667,american (traditional)
2668,chinese
2669,chinese
2670,chinese
2671,italian
2672,mediterranean
2673,italian
2674,american (traditional)
2675,american (traditional)
2676,american (traditional)
2677,chinese
2678,italian
2679,italian
2680,italian
2681,american (traditional)
2682,american (traditional)
2683,chinese
2684,chinese
2685,mexican
2686,american (traditional)
2687,american (traditional)
2688,chinese
2689,american (traditional)
2690,chinese
2691,american (traditional)
2692,american (traditional)
2693,mexican
2694,mexican
2695,mexican
2696,american (traditional)
2697,american (traditional)
2698,mexican
2699,american (traditional)
2700,mexican
2701,american (traditional)
2702,american (traditional)
2703,chinese
2704,italian
2705,american (traditional)
2706,american (traditional)
2707,chinese
2708,italian
2709,american (traditional)
2710,american (traditional)
2711,chinese
2712,american (traditional)
2713,chinese
2714,italian
2715,american (traditional)
2716,mexican
2717,american (traditional)
2718,chinese
2719,italian
2720,american (traditional)
2721,american (traditional)
2722,american (traditional)
2723,american (traditional)
2724,american (traditional)
2725,mexican
2726,italian
2727,american (traditional)
2728,american (traditional)
2729,mexican
2730,american (traditional)
2731,chinese
2732,chinese
2733,american (traditional)
2734,chinese
2735,american (traditional)
2736,mexican
2737,mexican
2738,american (traditional)
2739,italian
2740,mexican
2741,mediterranean
2742,italian
2743,american (traditional)
2744,american (traditional)
2745,american (traditional)
2746,japanese
2747,chinese
2748,american (traditional)
2749,italian
2750,mexican
2751,chinese
2752,mexican
2753,italian
2754,italian
2755,american (traditional)
2756,chinese
2757,italian
2758,american (traditional)
2759,american (traditional)
2760,american (traditional)
2761,american (traditional)
2762,mexican
2763,american (traditional)
2764,mediterranean
2765,chinese
2766,chinese
2767,mexican
2768,chinese
2769,mexican
2770,american (traditional)
2771,chinese
2772,mexican
2773,mexican
2774,italian
2775,mediterranean
2776,mexican
2777,japanese
2778,chinese
2779,japanese
2780,chinese
2781,italian
2782,chinese
2783,american (traditional)
2784,american (traditional)
2785,chinese
2786,chinese
2787,mexican
2788,american (new)
2789,chinese
2790,american (traditional)
2791,italian
2792,chinese
2793,chinese
2794,mediterranean
2795,american (traditional)
2796,american (new)
2797,american (traditional)
2798,italian
2799,italian
2800,italian
2801,chinese
2802,mexican
2803,american (traditional)
2804,italian
2805,mexican
2806,chinese
2807,chinese
2808,japanese
2809,american (traditional)
2810,italian
2811,american (traditional)
2812,american (traditional)
2813,american (traditional)
2814,canadian (new)
2815,italian
2816,japanese
2817,american (traditional)
2818,american (traditional)
2819,american (traditional)
2820,american (traditional)
2821,mediterranean
2822,italian
2823,american (traditional)
2824,italian
2825,italian
2826,chinese
2827,italian
2828,italian
2829,american (traditional)
2830,italian
2831,mexican
2832,italian
2833,italian
2834,mexican
2835,italian
2836,italian
2837,american (traditional)
2838,italian
2839,american (traditional)
2840,mexican
2841,italian
2842,chinese
2843,italian
2844,italian
2845,american (traditional)
2846,mexican
2847,italian
2848,american (traditional)
2849,japanese
2850,chinese
2851,chinese
2852,american (traditional)
2853,mexican
2854,american (traditional)
2855,chinese
2856,american (traditional)
2857,italian
2858,american (traditional)
2859,italian
2860,chinese
2861,american (traditional)
2862,italian
2863,japanese
2864,american (traditional)
2865,chinese
2866,american (traditional)
2867,mexican
2868,chinese
2869,chinese
2870,italian
2871,american (traditional)
2872,american (traditional)
2873,american (traditional)
2874,american (traditional)
2875,mediterranean
2876,italian
2877,chinese
2878,chinese
2879,italian
2880,american (traditional)
2881,chinese
2882,mexican
2883,mexican
2884,mexican
2885,american (traditional)
2886,american (traditional)
2887,american (traditional)
2888,mexican
2889,chinese
2890,chinese
2891,american (traditional)
2892,italian
2893,japanese
2894,american (traditional)
2895,chinese
2896,japanese
2897,mexican
2898,italian
2899,chinese
2900,italian
2901,american (traditional)
2902,american (traditional)
2903,american (traditional)
2904,american (traditional)
2905,american (traditional)
2906,american (traditional)
2907,italian
2908,canadian (new)
2909,italian
2910,canadian (new)
2911,italian
2912,american (traditional)
2913,mexican
2914,mexican
2915,chinese
2916,mexican
2917,american (traditional)
2918,mediterranean
2919,chinese
2920,mexican
2921,american (traditional)
2922,mexican
2923,chinese
2924,american (traditional)
2925,american (traditional)
2926,american (traditional)
2927,american (traditional)
2928,chinese
2929,chinese
2930,american (traditional)
2931,mexican
2932,american (traditional)
2933,american (traditional)
2934,italian
2935,american (traditional)
2936,chinese
2937,chinese
2938,chinese
2939,american (traditional)
2940,italian
2941,american (traditional)
2942,chinese
2943,american (traditional)
2944,american (traditional)
2945,mexican
2946,chinese
2947,chinese
2948,italian
2949,chinese
2950,japanese
2951,american (traditional)
2952,american (traditional)
2953,mediterranean
2954,chinese
2955,italian
2956,american (traditional)
2957,mexican
2958,italian
2959,mexican
2960,italian
2961,italian
2962,american (traditional)
2963,italian
2964,american (traditional)
2965,chinese
2966,italian
2967,italian
2968,mediterranean
2969,american (traditional)
2970,american (traditional)
2971,american (traditional)
2972,american (traditional)
2973,chinese
2974,american (traditional)
2975,chinese
2976,american (traditional)
2977,italian
2978,japanese
2979,italian
2980,chinese
2981,chinese
2982,mexican
2983,american (traditional)
2984,chinese
2985,american (traditional)
2986,american (traditional)
2987,american (traditional)
2988,italian
2989,american (traditional)
2990,american (traditional)
2991,mexican
2992,japanese
2993,japanese
2994,mexican
2995,italian
2996,italian
2997,american (traditional)
2998,american (traditional)
2999,american (traditional)
3000,mexican
3001,chinese
3002,american (traditional)
3003,american (traditional)
3004,american (traditional)
3005,american (traditional)
3006,chinese
3007,chinese
3008,american (traditional)
3009,mexican
3010,american (traditional)
3011,american (traditional)
3012,mexican
3013,italian
3014,mexican
3015,italian
3016,chinese
3017,japanese
3018,chinese
3019,american (traditional)
3020,mexican
3021,chinese
3022,chinese
3023,american (traditional)
3024,american (traditional)
3025,american (traditional)
3026,american (traditional)
3027,chinese
3028,american (traditional)
3029,american (traditional)
3030,japanese
3031,italian
3032,mexican
3033,chinese
3034,chinese
3035,chinese
3036,american (traditional)
3037,chinese
3038,canadian (new)
3039,japanese
3040,italian
3041,italian
3042,american (traditional)
3043,japanese
3044,american (traditional)
3045,american (traditional)
3046,italian
3047,american (traditional)
3048,american (traditional)
3049,mexican
3050,chinese
3051,american (traditional)
3052,italian
3053,chinese
3054,american (traditional)
3055,italian
3056,italian
3057,american (traditional)
3058,italian
3059,mexican
3060,chinese
3061,mexican
3062,italian
3063,mexican
3064,mexican
3065,italian
3066,american (traditional)
3067,italian
3068,american (traditional)
3069,american (traditional)
3070,american (traditional)
3071,chinese
3072,mexican
3073,mexican
3074,mexican
3075,american (traditional)
3076,american (traditional)
3077,chinese
3078,italian
3079,chinese
3080,italian
3081,japanese
3082,american (traditional)
3083,mexican
3084,mexican
3085,mexican
3086,mexican
3087,american (traditional)
3088,american (traditional)
3089,chinese
3090,american (traditional)
3091,mexican
3092,american (traditional)
3093,american (traditional)
3094,chinese
3095,american (traditional)
3096,japanese
3097,italian
3098,italian
3099,italian
3100,mexican
3101,mexican
3102,american (traditional)
3103,mexican
3104,american (traditional)
3105,american (traditional)
3106,japanese
3107,american (traditional)
3108,chinese
3109,chinese
3110,chinese
3111,chinese
3112,american (traditional)
3113,chinese
3114,mexican
3115,italian
3116,american (traditional)
3117,american (traditional)
3118,mexican
3119,american (traditional)
3120,american (traditional)
3121,chinese
3122,italian
3123,mexican
3124,mexican
3125,mediterranean
3126,american (traditional)
3127,mexican
3128,italian
3129,american (traditional)
3130,mexican
3131,chinese
3132,chinese
3133,american (traditional)
3134,american (traditional)
3135,american (traditional)
3136,chinese
3137,italian
3138,american (traditional)
3139,american (traditional)
3140,italian
3141,chinese
3142,american (traditional)
3143,american (traditional)
3144,american (traditional)
3145,american (traditional)
3146,american (traditional)
3147,american (traditional)
3148,american (traditional)
3149,american (traditional)
3150,mexican
3151,american (traditional)
3152,chinese
3153,chinese
3154,american (traditional)
3155,japanese
3156,italian
3157,japanese
3158,american (traditional)
3159,mexican
3160,american (traditional)
3161,mexican
3162,mexican
3163,chinese
3164,american (traditional)
3165,mediterranean
3166,mexican
3167,american (traditional)
3168,italian
3169,american (traditional)
3170,mexican
3171,american (traditional)
3172,american (traditional)
3173,american (traditional)
3174,american (traditional)
3175,italian
3176,american (traditional)
3177,italian
3178,american (traditional)
3179,italian
3180,chinese
3181,chinese
3182,chinese
3183,mexican
3184,chinese
3185,chinese
3186,chinese
3187,american (traditional)
3188,american (traditional)
3189,mexican
3190,italian
3191,italian
3192,italian
3193,italian
3194,american (traditional)
3195,mexican
3196,american (traditional)
3197,italian
3198,chinese
3199,mexican
3200,american (traditional)
3201,mexican
3202,italian
3203,american (traditional)
3204,chinese
3205,italian
3206,american (traditional)
3207,italian
3208,japanese
3209,chinese
3210,mexican
3211,american (traditional)
3212,chinese
3213,mexican
3214,italian
3215,american (traditional)
3216,american (traditional)
3217,italian
3218,mexican
3219,japanese
3220,italian
3221,japanese
3222,italian
3223,american (traditional)
3224,american (traditional)
3225,american (traditional)
3226,american (traditional)
3227,american (traditional)
3228,american (traditional)
3229,american (traditional)
3230,american (traditional)
3231,italian
3232,chinese
3233,american (traditional)
3234,mexican
3235,italian
3236,mexican
3237,american (traditional)
3238,mexican
3239,mexican
3240,american (traditional)
3241,mexican
3242,american (traditional)
3243,american (traditional)
3244,mexican
3245,american (traditional)
3246,american (traditional)
3247,mexican
3248,chinese
3249,mexican
3250,italian
3251,american (traditional)
3252,american (traditional)
3253,american (traditional)
3254,mexican
3255,italian
3256,american (traditional)
3257,mexican
3258,chinese
3259,italian
3260,mexican
3261,italian
3262,mexican
3263,chinese
3264,american (traditional)
3265,mexican
3266,american (traditional)
3267,italian
3268,chinese
3269,american (traditional)
3270,japanese
3271,italian
3272,mexican
3273,italian
3274,american (traditional)
3275,chinese
3276,american (traditional)
3277,chinese
3278,american (traditional)
3279,mexican
3280,american (traditional)
3281,italian
3282,american (traditional)
3283,mexican
3284,chinese
3285,american (traditional)
3286,italian
3287,italian
3288,chinese
3289,american (traditional)
3290,american (traditional)
3291,american (traditional)
3292,italian
3293,mexican
3294,american (traditional)
3295,chinese
3296,american (traditional)
3297,italian
3298,chinese
3299,american (traditional)
3300,american (traditional)
3301,mexican
3302,japanese
3303,american (traditional)
3304,american (traditional)
3305,mexican
3306,chinese
3307,chinese
3308,american (traditional)
3309,american (traditional)
3310,american (new)
3311,american (traditional)
3312,chinese
3313,chinese
3314,japanese
3315,chinese
3316,mexican
3317,american (traditional)
3318,italian
3319,mexican
3320,mexican
3321,american (traditional)
3322,american (traditional)
3323,american (traditional)
3324,american (traditional)
3325,american (traditional)
3326,american (traditional)
3327,mexican
3328,mexican
3329,american (traditional)
3330,american (traditional)
3331,chinese
3332,italian
3333,canadian (new)
3334,chinese
3335,chinese
3336,italian
3337,american (traditional)
3338,chinese
3339,american (traditional)
3340,italian
3341,italian
3342,chinese
3343,american (traditional)
3344,italian
3345,american (traditional)
3346,american (traditional)
3347,italian
3348,chinese
3349,american (traditional)
3350,japanese
3351,american (traditional)
3352,american (traditional)
3353,chinese
3354,american (traditional)
3355,american (traditional)
3356,mexican
3357,italian
3358,american (traditional)
3359,japanese
3360,mexican
3361,chinese
3362,american (traditional)
3363,mexican
3364,american (traditional)
3365,american (traditional)
3366,chinese
3367,italian
3368,american (traditional)
3369,american (traditional)
3370,american (traditional)
3371,chinese
3372,italian
3373,american (traditional)
3374,chinese
3375,italian
3376,american (traditional)
3377,italian
3378,mexican
3379,italian
3380,chinese
3381,american (traditional)
3382,mexican
3383,american (traditional)
3384,mexican
3385,italian
3386,american (traditional)
3387,american (traditional)
3388,american (traditional)
3389,chinese
3390,american (traditional)
3391,american (traditional)
3392,japanese
3393,mexican
3394,mexican
3395,chinese
3396,american (traditional)
3397,mexican
3398,mexican
3399,american (traditional)
3400,italian
3401,american (traditional)
3402,italian
3403,american (traditional)
3404,italian
3405,american (traditional)
3406,mexican
3407,japanese
3408,japanese
3409,chinese
3410,italian
3411,american (traditional)
3412,italian
3413,mexican
3414,american (traditional)
3415,japanese
3416,italian
3417,japanese
3418,american (traditional)
3419,chinese
3420,italian
3421,chinese
3422,american (traditional)
3423,chinese
3424,chinese
3425,mexican
3426,american (traditional)
3427,italian
3428,american (traditional)
3429,chinese
3430,italian
3431,italian
3432,american (traditional)
3433,chinese
3434,italian
3435,american (traditional)
3436,italian
3437,american (traditional)
3438,american (new)
3439,american (traditional)
3440,american (traditional)
3441,italian
3442,japanese
3443,chinese
3444,american (traditional)
3445,american (traditional)
3446,american (traditional)
3447,american (traditional)
3448,american (traditional)
3449,japanese
3450,american (traditional)
3451,mediterranean
3452,mediterranean
3453,american (traditional)
3454,mexican
3455,italian
3456,italian
3457,chinese
3458,italian
3459,chinese
3460,american (traditional)
3461,mexican
3462,mexican
3463,chinese
3464,american (traditional)
3465,italian
3466,japanese
3467,chinese
3468,chinese
3469,chinese
3470,chinese
3471,italian
3472,american (traditional)
3473,american (traditional)
3474,american (traditional)
3475,chinese
3476,mediterranean
3477,american (traditional)
3478,mexican
3479,american (traditional)
3480,american (traditional)
3481,chinese
3482,mexican
3483,italian
3484,american (traditional)
3485,chinese
3486,american (traditional)
3487,japanese
3488,american (traditional)
3489,chinese
3490,japanese
3491,american (traditional)
3492,mexican
3493,american (traditional)
3494,chinese
3495,mexican
3496,italian
3497,chinese
3498,italian
3499,italian
3500,chinese
3501,american (traditional)
3502,mexican
3503,chinese
3504,italian
3505,american (traditional)
3506,american (traditional)
3507,japanese
3508,italian
3509,italian
3510,italian
3511,chinese
3512,mexican
3513,italian
3514,american (traditional)
3515,mexican
3516,mexican
3517,italian
3518,american (traditional)
3519,american (traditional)
3520,mediterranean
3521,american (traditional)
3522,chinese
3523,chinese
3524,american (traditional)
3525,american (traditional)
3526,american (traditional)
3527,chinese
3528,american (traditional)
3529,american (traditional)
3530,chinese
3531,japanese
3532,american (traditional)
3533,american (traditional)
3534,american (traditional)
3535,chinese
3536,mexican
3537,chinese
3538,mexican
3539,chinese
3540,italian
3541,italian
3542,american (traditional)
3543,mexican
3544,american (traditional)
3545,chinese
3546,mexican
3547,american (new)
3548,american (traditional)
3549,chinese
3550,chinese
3551,american (traditional)
3552,mexican
3553,japanese
3554,american (traditional)
3555,italian
3556,italian
3557,american (traditional)
3558,american (traditional)
3559,american (traditional)
3560,american (traditional)
3561,american (traditional)
3562,chinese
3563,canadian (new)
3564,american (traditional)
3565,american (traditional)
3566,mexican
3567,chinese
3568,italian
3569,american (traditional)
3570,american (traditional)
3571,italian
3572,italian
3573,american (traditional)
3574,chinese
3575,chinese
3576,american (traditional)
3577,american (traditional)
3578,italian
3579,italian
3580,american (traditional)
3581,chinese
3582,chinese
3583,italian
3584,chinese
3585,american (traditional)
3586,italian
3587,italian
3588,chinese
3589,american (traditional)
3590,chinese
3591,italian
3592,italian
3593,american (traditional)
3594,mexican
3595,american (traditional)
3596,canadian (new)
3597,italian
3598,american (traditional)
3599,american (traditional)
3600,american (traditional)
3601,chinese
3602,italian
3603,chinese
3604,chinese
3605,american (traditional)
3606,american (traditional)
3607,american (traditional)
3608,italian
3609,american (traditional)
3610,american (traditional)
3611,american (traditional)
3612,mexican
3613,italian
3614,american (traditional)
3615,chinese
3616,american (traditional)
3617,japanese
3618,chinese
3619,american (traditional)
3620,chinese
3621,chinese
3622,mexican
3623,mexican
3624,chinese
3625,chinese
3626,italian
3627,mexican
3628,american (traditional)
3629,mexican
3630,american (traditional)
3631,italian
3632,mexican
3633,american (traditional)
3634,american (traditional)
3635,american (traditional)
3636,chinese
3637,japanese
3638,japanese
3639,mexican
3640,mexican
3641,italian
3642,american (traditional)
3643,american (traditional)
3644,american (traditional)
3645,italian
3646,mexican
3647,chinese
3648,italian
3649,american (traditional)
3650,chinese
3651,american (traditional)
3652,japanese
3653,american (traditional)
3654,italian
3655,chinese
3656,american (traditional)
3657,american (traditional)
3658,mexican
3659,italian
3660,american (traditional)
3661,american (traditional)
3662,italian
3663,mexican
3664,italian
3665,mexican
3666,japanese
3667,american (traditional)
3668,chinese
3669,american (traditional)
3670,chinese
3671,american (traditional)
3672,italian
3673,american (traditional)
3674,american (traditional)
3675,italian
3676,american (traditional)
3677,mexican
3678,italian
3679,american (traditional)
3680,chinese
3681,mexican
3682,american (traditional)
3683,american (traditional)
3684,american (traditional)
3685,italian
3686,american (traditional)
3687,mexican
3688,chinese
3689,american (traditional)
3690,american (traditional)
3691,mexican
3692,chinese
3693,chinese
3694,american (traditional)
3695,japanese
3696,american (traditional)
3697,chinese
3698,american (traditional)
3699,american (traditional)
3700,american (traditional)
3701,italian
3702,american (traditional)
3703,american (traditional)
3704,chinese
3705,italian
3706,american (traditional)
3707,italian
3708,american (traditional)
3709,mexican
3710,american (traditional)
3711,chinese
3712,american (traditional)
3713,american (traditional)
3714,mexican
3715,american (traditional)
3716,chinese
3717,american (traditional)
3718,mexican
3719,mexican
3720,chinese
3721,american (traditional)
3722,italian
3723,chinese
3724,mexican
3725,american (traditional)
3726,american (traditional)
3727,american (traditional)
3728,chinese
3729,american (traditional)
3730,italian
3731,american (traditional)
3732,italian
3733,mexican
3734,mexican
3735,american (new)
3736,mexican
3737,italian
3738,mexican
3739,mexican
3740,mexican
3741,chinese
3742,chinese
3743,american (traditional)
3744,american (traditional)
3745,chinese
3746,american (traditional)
3747,italian
3748,chinese
3749,american (traditional)
3750,italian
3751,italian
3752,italian
3753,italian
3754,chinese
3755,italian
3756,american (traditional)
3757,mexican
3758,mexican
3759,american (traditional)
3760,american (traditional)
3761,american (traditional)
3762,chinese
3763,japanese
3764,mexican
3765,chinese
3766,american (traditional)
3767,american (traditional)
3768,american (traditional)
3769,italian
3770,italian
3771,japanese
3772,american (traditional)
3773,american (traditional)
3774,chinese
3775,canadian (new)
3776,american (traditional)
3777,italian
3778,italian
3779,mexican
3780,italian
3781,american (traditional)
3782,chinese
3783,italian
3784,mediterranean
3785,japanese
3786,mediterranean
3787,american (new)
3788,american (traditional)
3789,chinese
3790,chinese
3791,american (traditional)
3792,mexican
3793,mexican
3794,italian
3795,chinese
3796,italian
3797,mexican
3798,mexican
3799,american (traditional)
3800,american (traditional)
3801,italian
3802,italian
3803,mexican
3804,american (traditional)
3805,american (traditional)
3806,american (traditional)
3807,mexican
3808,chinese
3809,mexican
3810,chinese
3811,american (traditional)
3812,italian
3813,american (traditional)
3814,american (traditional)
3815,american (traditional)
3816,mexican
3817,mexican
3818,mexican
3819,chinese
3820,chinese
3821,italian
3822,italian
3823,japanese
3824,american (traditional)
3825,chinese
3826,american (traditional)
3827,chinese
3828,mexican
3829,chinese
3830,american (traditional)
3831,mexican
3832,chinese
3833,chinese
3834,mexican
3835,italian
3836,american (traditional)
3837,american (traditional)
3838,italian
3839,italian
3840,chinese
3841,american (traditional)
3842,american (traditional)
3843,chinese
3844,american (traditional)
3845,american (traditional)
3846,mexican
3847,mediterranean
3848,mexican
3849,american (traditional)
3850,mexican
3851,american (traditional)
3852,chinese
3853,japanese
3854,mexican
3855,chinese
3856,chinese
3857,american (traditional)
3858,american (traditional)
3859,american (traditional)
3860,american (traditional)
3861,chinese
3862,american (traditional)
3863,mediterranean
3864,mexican
3865,italian
3866,mexican
3867,mexican
3868,american (traditional)
3869,american (traditional)
3870,italian
3871,american (traditional)
3872,american (traditional)
3873,japanese
3874,chinese
3875,american (traditional)
3876,mexican
3877,american (traditional)
3878,italian
3879,american (new)
3880,japanese
3881,chinese
3882,american (traditional)
3883,american (traditional)
3884,american (traditional)
3885,american (traditional)
3886,chinese
3887,american (traditional)
3888,mexican
3889,american (traditional)
3890,chinese
3891,american (traditional)
3892,american (traditional)
3893,american (traditional)
3894,american (traditional)
3895,italian
3896,mexican
3897,japanese
3898,american (traditional)
3899,american (traditional)
3900,mexican
3901,chinese
3902,italian
3903,american (traditional)
3904,american (traditional)
3905,italian
3906,american (traditional)
3907,mexican
3908,american (traditional)
3909,chinese
3910,american (traditional)
3911,chinese
3912,italian
3913,italian
3914,american (traditional)
3915,american (traditional)
3916,italian
3917,mexican
3918,chinese
3919,mexican
3920,chinese
3921,american (traditional)
3922,mexican
3923,american (traditional)
3924,chinese
3925,chinese
3926,mexican
3927,chinese
3928,american (traditional)
3929,american (traditional)
3930,american (traditional)
3931,chinese
3932,mexican
3933,canadian (new)
3934,american (traditional)
3935,mexican
3936,american (traditional)
3937,italian
3938,mexican
3939,american (traditional)
3940,american (traditional)
3941,mexican
3942,american (traditional)
3943,american (traditional)
3944,mexican
3945,italian
3946,italian
3947,american (traditional)
3948,american (traditional)
3949,american (traditional)
3950,chinese
3951,italian
3952,american (traditional)
3953,chinese
3954,american (traditional)
3955,italian
3956,italian
3957,japanese
3958,american (traditional)
3959,italian
3960,chinese
3961,american (traditional)
3962,american (traditional)
3963,mexican
3964,canadian (new)
3965,american (traditional)
3966,italian
3967,mexican
3968,japanese
3969,italian
3970,chinese
3971,american (traditional)
3972,chinese
3973,mediterranean
3974,chinese
3975,chinese
3976,mediterranean
3977,italian
3978,chinese
3979,american (traditional)
3980,american (traditional)
3981,american (traditional)
3982,italian
3983,american (traditional)
3984,american (traditional)
3985,italian
3986,mexican
3987,mexican
3988,american (traditional)
3989,mexican
3990,italian
3991,mexican
3992,mexican
3993,american (traditional)
3994,american (traditional)
3995,italian
3996,chinese
3997,mediterranean
3998,mexican
3999,chinese
4000,mexican
4001,mexican
4002,american (traditional)
4003,american (traditional)
4004,american (traditional)
4005,american (traditional)
4006,chinese
4007,american (traditional)
4008,american (traditional)
4009,american (traditional)
4010,chinese
4011,american (traditional)
4012,american (traditional)
4013,american (traditional)
4014,mexican
4015,canadian (new)
4016,american (traditional)
4017,chinese
4018,chinese
4019,american (traditional)
4020,chinese
4021,american (traditional)
4022,american (traditional)
4023,chinese
4024,japanese
4025,italian
4026,chinese
4027,chinese
4028,american (traditional)
4029,american (traditional)
4030,italian
4031,italian
4032,chinese
4033,italian
4034,american (traditional)
4035,american (traditional)
4036,mexican
4037,italian
4038,chinese
4039,chinese
4040,mexican
4041,american (traditional)
4042,mexican
4043,mexican
4044,mexican
4045,italian
4046,chinese
4047,canadian (new)
4048,american (traditional)
4049,japanese
4050,canadian (new)
4051,chinese
4052,italian
4053,chinese
4054,american (traditional)
4055,mediterranean
4056,chinese
4057,italian
4058,chinese
4059,mexican
4060,american (traditional)
4061,american (traditional)
4062,american (traditional)
4063,chinese
4064,mexican
4065,japanese
4066,chinese
4067,american (traditional)
4068,italian
4069,american (traditional)
4070,american (traditional)
4071,american (traditional)
4072,italian
4073,mediterranean
4074,canadian (new)
4075,mexican
4076,mexican
4077,chinese
4078,japanese
4079,chinese
4080,chinese
4081,italian
4082,american (traditional)
4083,chinese
4084,mexican
4085,mexican
4086,chinese
4087,italian
4088,american (traditional)
4089,american (traditional)
4090,american (traditional)
4091,mexican
4092,american (traditional)
4093,mexican
4094,chinese
4095,italian
4096,chinese
4097,italian
4098,chinese
4099,american (traditional)
4100,italian
4101,american (traditional)
4102,mexican
4103,american (traditional)
4104,mexican
4105,american (traditional)
4106,american (traditional)
4107,american (traditional)
4108,american (traditional)
4109,american (traditional)
4110,mexican
4111,chinese
4112,italian
4113,mexican
4114,italian
4115,chinese
4116,italian
4117,american (traditional)
4118,american (traditional)
4119,chinese
4120,mexican
4121,chinese
4122,italian
4123,american (traditional)
4124,american (traditional)
4125,mexican
4126,chinese
4127,american (traditional)
4128,mexican
4129,japanese
4130,mexican
4131,japanese
4132,italian
4133,mexican
4134,american (traditional)
4135,mexican
4136,mexican
4137,american (traditional)
4138,mexican
4139,american (traditional)
4140,american (traditional)
4141,american (traditional)
4142,chinese
4143,italian
4144,chinese
4145,american (traditional)
4146,italian
4147,mexican
4148,american (traditional)
4149,chinese
4150,japanese
4151,american (traditional)
4152,chinese
4153,american (traditional)
4154,mexican
4155,american (traditional)
4156,american (traditional)
4157,italian
4158,mexican
4159,mexican
4160,american (traditional)
4161,chinese
4162,italian
4163,american (traditional)
4164,american (traditional)
4165,american (traditional)
4166,chinese
4167,american (traditional)
4168,italian
4169,italian
4170,japanese
4171,chinese
4172,american (traditional)
4173,mexican
4174,american (traditional)
4175,italian
4176,american (traditional)
4177,mexican
4178,american (traditional)
4179,american (traditional)
4180,mexican
4181,mexican
4182,american (traditional)
4183,american (traditional)
4184,mexican
4185,japanese
4186,american (traditional)
4187,chinese
4188,mexican
4189,american (traditional)
4190,american (traditional)
4191,american (traditional)
4192,mexican
4193,chinese
4194,american (traditional)
4195,mexican
4196,chinese
4197,chinese
4198,american (traditional)
4199,japanese
4200,chinese
4201,chinese
4202,mexican
4203,mexican
4204,japanese
4205,american (traditional)
4206,mexican
4207,japanese
4208,mexican
4209,american (traditional)
4210,mexican
4211,american (traditional)
